Type,Alcohol,Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280_OD315,Proline
B,12.26,2.1,3.29,21.75,110.5,1.9,3.26,1.07,1.51,5.08,2.18,2.46,356.36
B,12.76,1.63,3.09,21.15,112.32,2.51,2.96,0.87,2.41,4.43,1.81,4.15,392.09
B,12.9,1.48,3.14,21.78,111.56,2.85,1.95,0.6,2.97,5.41,2.06,3.45,462.5
B,13.13,1.52,2.99,21.02,107.49,3.17,2.86,1.13,2.13,7.37,2.07,3.12,716.41
B,12.73,1.54,3.14,18.45,104.62,3.02,2.96,0.82,3.88,5.56,1.78,4.06,783.93
B,12.78,2.08,2.86,20.86,98.81,3.4,4.39,0.42,2.76,6.14,1.23,3.4,680.83
B,12.91,1.93,3.32,20.55,103.37,3.37,4.3,1.19,4.06,6.7,1.23,3.97,773.74
B,12.75,1.56,2.62,19.99,101.81,2.76,3.73,1.06,2.42,5.02,1.82,2.75,695.64
B,12.87,1.41,2.79,18.65,100.65,2.98,3.59,0.42,3.75,6.49,2.16,3.82,853.65
B,12.71,1.36,3.01,18.39,99.19,3.27,3.13,1.36,3.59,4.78,1.32,3.69,753.42
B,12.73,1.39,2.62,20.44,105.65,2.93,4.15,1.26,2.2,7.08,1.9,2.96,708.28
B,12.94,2.07,3.36,19.57,100.49,3.09,3.98,0.61,3.6,6.36,2.16,2.98,867.39
B,12.72,1.91,3.3,19.5,101.32,3.27,4.65,0.47,2.17,5.28,2.03,3.07,872.39
B,12.82,1.84,2.9,20.02,102.77,3.24,2.95,1,2.17,6.36,1.42,2.7,766.48
B,12.97,1.21,3.1,20.55,101.51,3.33,3.04,0.62,3.44,5.83,1.86,4.12,738.89
B,12.52,2.1,3.32,18.41,103.22,2.52,3.69,0.41,3.63,6.73,2.08,3,709.19
B,13.03,2.16,2.63,18.86,104.19,3.03,4.58,1.19,3.2,5.28,1.56,4.28,781.73
B,13.31,2.08,2.64,18.99,102.02,2.68,4.37,1.36,2.74,4.97,2.08,2.8,834.55
B,13.11,1.66,3.36,20.85,101.23,2.47,3.22,0.9,3.76,6.79,1.22,3.32,726.92
B,13.09,2.13,2.61,18.56,100.06,2.84,3.16,1.26,3.08,5.17,2.15,3.97,843.62
B,13.28,1.49,3.27,20.75,105.36,2.56,3.31,0.47,3.13,7.3,1.81,3.77,854.52
B,12.74,1.26,2.81,18.81,103.25,2.96,3.45,1.22,3.33,6,2.17,3.88,832.9
B,12.82,1.77,2.86,18.76,104.86,2.98,3.51,0.99,3.85,4.88,1.91,2.44,730.9
B,13.24,1.13,2.06,15.99,85.3,3.32,3.2,0.38,4.2,6.15,1.33,4.65,621.76
B,13.96,1.09,1.79,16.65,87.4,3.1,4.89,0.37,3.54,7.13,1.36,4.13,700.79
B,13.79,1.94,2.6,17.16,82.47,3.39,4,0.95,4.13,5.45,1.35,4.05,505.87
B,13.45,1.33,2.36,15.83,80.62,3.5,3.34,0.86,4.27,7.7,1.75,3.38,687.08
B,13.49,1.02,2.17,16.33,87.69,3.15,4.68,0.92,4.09,7.09,1.42,3.38,571.39
B,13.59,1.4,2.15,17.64,87.74,3.56,3.97,0.42,3.51,5.44,1.84,3.45,572.94
B,13.39,1.82,2.09,15.91,82.19,3.21,3.53,0.66,4.12,7.64,1.72,4.42,519.86
B,13.28,1.57,2.61,17.35,86.2,3.21,4.47,0.55,3.75,8.01,1.73,3.72,697.17
B,14.1,1.63,1.83,15.94,78.36,3.93,3.43,0.94,2.62,6.05,1.41,4.56,552.15
B,13.57,1.2,2.63,15.38,84.91,3.77,3.4,0.41,3.19,5.92,1.54,4.39,520.43
B,13.43,1.14,2.41,15.37,83.18,3.18,4.34,0.39,3.04,6.14,2.06,4.29,547.92
B,13.14,1.23,2.24,17.72,85.69,3.96,4.87,0.29,3.47,7.7,1.85,3.78,693.12
B,13.19,1.68,2.56,15.93,87.2,3.19,3.45,0.82,2.93,5.79,1.77,3.95,609.28
B,13.93,1.32,1.97,15.87,79.06,3.3,4.63,0.36,3.85,7.84,1.14,3.87,654.72
B,13.7,1.68,2.51,15.47,87.61,3.09,4.06,0.93,2.94,7.17,1.63,3.25,610.19
B,13.83,1.32,1.8,16.49,80.21,3.18,4.05,0.92,3.28,5.43,1.61,3.96,535.17
B,13.81,1.07,1.81,16.67,81.46,3.8,3.91,0.3,2.47,5.65,1.67,3.21,607.5
B,13.74,1.33,2.32,15.24,82.56,3.82,3.32,0.39,3.58,7.06,1.85,5.16,614.41
B,13.65,1.95,2.28,16.47,86.62,3.2,3.99,0.78,3.88,7.44,1.67,4.28,547.67
B,13.57,1.95,2.32,16.22,82.99,3.23,3.54,0.6,3.79,7.18,2.06,4.45,700.72
B,12.97,1.78,2.28,20.26,84.08,2.61,2.73,0.85,1.27,6.31,1.97,3.93,573.81
B,12.73,1.81,2.56,20.75,85.72,2.81,3.39,0.63,1.2,5.57,1.27,4.53,635.17
B,12.49,2.03,2.11,22.07,81.05,2.34,2.08,0.74,2.91,7.67,1.51,5.22,706.68
B,13.3,1.59,2.15,21.43,87.38,2.67,3.08,0.98,1.76,7.04,2.02,5.09,528.89
B,13.23,1.38,2.6,21.2,81.72,2.52,2.82,1.06,3.03,6.8,1.14,4.08,707.52
B,13.2,1.19,2.83,20.58,87.42,2.77,2.98,0.62,2.98,6.75,1.17,3.8,679.27
B,12.46,1.36,1.98,20.16,81.8,2.39,3.6,0.91,1.55,5.23,1.53,3.63,593.72
B,13.14,1.28,2.13,22.48,81.62,2.57,3.41,0.98,1.37,4.93,1.32,5.45,530.33
B,12.63,2.17,2.42,20.11,80.18,2.3,2.4,0.54,1.87,6.4,1.93,4.78,534
B,13.32,1.52,2.92,20.6,84.65,2.98,3.54,0.83,2.27,5,1.27,4.56,517.72
B,13.16,1.92,2.48,20.15,86.28,2.19,3.86,0.29,2.46,6.17,1.26,5.2,557.68
B,13.17,1.34,2.58,21.47,82.2,2.22,2.62,0.44,1.06,5.68,1.13,5.24,628.99
B,12.52,1.8,2.39,21.95,78.84,2.16,2.19,1.1,1.64,5.58,1.59,5.06,556.16
B,12.56,1.95,2.84,20.73,86.93,2.22,2.57,0.63,1.09,5.42,1.25,3.66,708.44
B,13.17,1.84,1.99,20.64,86.93,2.57,2.8,0.85,1.42,5.92,1.91,3.66,682.94
B,13.37,1.81,2.52,22.6,78.59,2.85,2.5,0.36,2.01,5.6,1.99,3.76,612.19
B,12.97,1.84,2.58,21.57,84.7,2.86,2.79,1.27,2.94,4.94,1.49,4.37,601.43
B,13.01,1.84,2.92,20.78,86.5,2.57,2.05,0.81,1.98,7.17,1.88,4.44,625.98
B,12.58,1.96,2.52,21.43,86.62,2.47,2.56,0.67,2.04,4.99,1.35,5.33,677.2
B,13.2,1.21,2.09,21.7,82.68,2.5,3.72,0.96,2.87,5.59,2.02,5.36,618.29
B,13.47,1.01,2.71,18.31,115.1,3.27,1.52,1.27,2.05,4.61,1.96,3.1,762.8
B,14.29,1.83,3.26,19.05,113.93,3.01,2.44,1.24,1.08,4.51,1.6,3.54,821.34
B,13.84,1.77,3.2,18.46,115.12,3.13,2.99,0.67,1.22,5.65,1.39,2.03,884.71
B,14.04,1.74,2.56,18.68,115.51,2.92,2.04,1.28,2.28,5.8,1.76,3.55,876.22
B,13.89,1.72,2.83,19.13,114.98,2.59,2.99,1.12,1.25,5.31,1.94,2.46,797.03
B,13.88,1.04,2.38,17.02,119.82,2.93,1.56,1.37,2.2,4.4,1.41,2.41,941.44
B,13.51,1.16,2.84,17.77,119.04,2.6,2.12,0.87,1.18,4.5,1.67,2.01,812.98
B,14.08,1.39,3.33,18.19,116.21,2.78,2.19,0.65,0.69,5.72,1.37,2.14,930.36
B,13.35,1.22,3.09,19.51,112.47,2.93,2.22,1.18,0.93,5.68,1.3,2.71,933.39
B,13.84,1.86,2.39,18.41,110.36,2.99,3.04,1.53,1.23,6.09,1.37,3.8,777.31
B,13.64,1.09,3.09,17.36,117.49,3.23,2.12,1.38,0.42,3.3,1.59,2.9,910.51
B,13.59,1.62,3.24,18.77,119.21,3.26,1.97,0.94,0.58,5.92,1.86,3.61,925.51
B,13.98,1.15,3.04,17.51,115.41,3.46,1.9,1.29,2.38,5.56,1.65,2.49,938.95
B,13.41,1.87,2.56,17.36,115.45,3.38,1.61,0.57,0.68,4.53,1.39,2.22,840.19
B,14.03,1.8,3.15,18.27,119.37,3.14,3.18,1.47,0.71,6.08,1.03,2.45,756.75
B,13.95,1.26,2.46,19.56,119.02,2.61,1.88,1.15,1.87,3.33,1.16,3.25,829.54
B,14.08,1.36,2.55,17.62,113.78,2.7,3.28,0.65,2.11,4.69,1.24,2.46,926.13
B,14.11,1.32,2.88,18.21,118.85,2.7,1.37,1.53,1.58,3.65,1.74,3.04,840.16
B,14.3,1.66,3.18,18.75,116.14,3.44,2.19,1.45,1.77,4.45,2,3.31,820.35
B,13.57,1.25,2.89,17.65,112.46,2.87,1.36,0.72,0.89,4.37,1.41,2.55,867.65
B,12.71,1.91,2.44,18.91,159.88,2.16,2.07,0.19,3.94,4.02,1.74,4.07,758.37
B,12.78,1.3,2.25,19.37,160.28,2.52,1.7,0.22,4.22,4.65,2.05,4.05,726.23
B,12.57,2.17,2.41,18.99,160.21,2.16,1.56,0.28,4.31,4.83,2.03,4.7,913.23
B,12.46,1.5,2.22,17.68,158.65,2.61,1.51,0.42,3.58,5.11,2.1,4.31,914.57
B,12.72,1.37,2.7,19.02,156.51,2.74,1.97,1.13,3.75,3.41,2.2,3.16,828.05
B,12.88,1.65,2.26,18.37,153.7,2.42,3.27,0.18,4.29,3.22,2.22,3.9,759.79
B,12.61,2.04,1.81,17.07,153.95,2.63,1.31,0.49,4.44,4.97,1.66,4.99,884.79
B,12.31,2.14,1.82,16.9,151.34,2.11,2.71,0.66,2.92,4.77,2.04,4.28,789.62
B,12.38,2.05,2.43,18.25,153.98,2.04,2.79,1.06,3.97,4.13,2.23,4.04,800.82
B,12.33,1.41,2.66,18.38,160.77,2.04,1.63,0.78,4.45,3.15,1.84,3.39,888.98
B,12.93,1.92,2.58,17.27,154.15,2.62,2.69,0.19,3.86,4.18,2.27,3.71,870.8
B,12.39,1.27,2.18,18.99,159.45,2.82,1.93,0.93,2.99,4.05,2.19,4.22,755.37
B,12.64,1.55,2.56,19.5,156.24,2.23,2,0.79,3.3,3.14,1.45,4.77,801.12
B,12.6,1.27,2.65,19.69,152.09,1.89,1.6,0.98,4.37,3.48,2.02,4.85,909.14
B,12.61,1.46,2.19,18.7,154.51,2.1,2.83,0.48,3.49,4.48,1.85,3.8,845.4
B,12.73,1.35,1.93,17.26,155.34,2.45,1.68,0.8,2.91,3.92,1.53,3.56,770.87
B,13.05,1.26,2.58,18.97,158.01,2.2,2.91,0.64,2.6,5.55,1.56,4.4,771.92
B,12.83,1.72,2.18,19,153.29,2.55,3.03,0.31,3.82,4.06,1.72,4.3,828.18
B,12.89,1.66,2.08,16.97,158.12,1.89,1.43,0.18,3.94,5.31,1.96,4.36,911.98
B,12.55,1.66,2.69,18.94,154.6,2.64,2.05,0.48,3.57,4.94,2.1,3.93,768.26
B,12.47,1.63,3.05,22.99,103.14,2.06,2.12,0.81,1.74,4.61,1.32,3.68,1056.19
B,12.89,1.94,2.69,23.26,103.15,1.26,2.93,1.08,2.96,5.43,1.33,2.88,870.3
B,13.21,1.98,2.96,21.62,106.45,2.06,1.48,0.88,1.62,5.35,1.82,3.36,951.54
B,12.45,1.71,2.73,20.99,106.98,1.59,1.39,1.16,2.92,5.06,1.88,2.59,917
B,12.47,2.47,2.44,21.69,103.38,1.72,1.39,1.09,1.62,5.48,1.1,2.39,897.17
B,12.96,1.91,2.87,22.42,107.49,1.18,2.85,1.21,2.82,5.73,1.2,2.92,962.55
B,12.89,2.58,2.34,22.69,107.15,1.67,2.73,0.39,2.95,5.6,1.88,2.79,998.47
B,13.13,1.85,2.94,21.01,106.25,1.88,2.64,1.11,3.14,3.67,1.59,2.35,957.29
B,12.92,1.86,2.35,21.8,105.57,1.97,2.19,1.05,2.56,5.51,1.07,1.85,1038.91
B,13.21,2.28,3.1,21.88,110.92,1.27,1.52,0.96,1.99,4.85,1.08,2.06,1053.07
B,12.73,2.53,2.99,22.3,106.28,1.5,1.35,1.14,1.73,4.08,0.93,2.15,912.31
B,12.91,2.47,2.25,20.44,110.8,1.43,2.07,0.55,2.58,4.61,1.27,3.79,895.87
B,12.83,1.66,2.47,22.46,103.1,1.67,2.52,1.27,1.75,5.24,1.75,3.52,886.65
B,12.86,1.7,2.7,20.99,106.47,1.26,1.36,0.52,2.59,4.57,1.51,2.46,890.2
B,12.87,2.52,2.84,20.77,106.53,1.35,1.71,0.94,1.98,5.13,1.55,2.43,918.25
B,12.66,2.57,2.68,22.57,108.56,1.48,1.1,0.49,2.73,5.66,1.04,3.11,966.9
B,13.17,1.85,2.71,20.6,105.31,1.91,1.54,1.34,2.05,4.24,1.02,3.79,1026.78
B,13.17,1.93,2.24,22.37,110.79,1.47,2.31,1.07,2.97,5.99,1.07,2.71,1050.19
B,12.93,2.02,2.44,21.04,104.58,1.6,1.9,0.38,1.49,5.59,1.46,2.63,1033.24
B,12.3,2.22,2.43,21.61,106.76,1.26,2.56,0.42,2.49,5.48,0.98,2.91,941.11
B,14.52,1.56,3.29,25.27,95.26,3.01,4.49,1.15,2.44,4.78,1.6,4.31,592.98
B,14.19,2.46,3.15,26.07,94.7,2.96,3.53,1.01,2.81,5,2.2,3.35,574.77
B,14.26,2.27,3.05,25.79,94.96,3.38,3.98,0.69,2.38,4.96,1.73,3.25,568.49
B,14.74,2.46,3.21,26.57,95.37,3.5,3.37,0.61,2.9,5.65,1.9,4.38,588.66
B,14.48,1.54,3.51,26.24,88.84,3.86,3.68,0.81,3.82,5.42,2,3.66,432.89
B,14.07,2.04,3.07,25.25,87.88,3.78,4.69,0.35,3.05,4.48,1.81,4.54,423.6
B,14.1,1.87,3.16,26.02,89.42,3.24,3.02,1.2,2.57,5.13,1.94,4.37,411.02
B,14.09,2.09,3.43,26.98,93.15,3.02,4.49,0.39,3.12,3.88,1.82,4.7,545.71
B,14.22,2.37,3,25.97,92.12,3.09,3.74,0.5,2.8,5.45,1.46,3.33,429.51
B,14.1,2.09,3.22,25.39,87.36,3.26,4.78,0.51,2.43,6.1,2.11,3.34,424.21
B,14.75,1.98,2.71,25.38,89.88,3.59,3.89,0.92,1.91,5.8,1.39,3.67,519.36
B,14.57,1.89,2.98,27.74,86.38,3,4.68,0.39,2.99,3.96,1.46,3.46,490.64
B,14.77,2.16,3.5,27.59,92.69,3.8,3.66,1.02,2.31,5.97,1.86,4.74,410.8
B,14.46,2.26,3.65,25.45,88.71,2.96,3.25,0.92,3.62,3.98,1.45,4.84,477.67
B,14.71,2.27,3.21,26.25,90.04,3.75,3.92,1.2,3.67,5.22,1.96,3.37,550.21
B,14.5,1.69,3,26,91.99,3,4.7,0.71,2.36,3.51,2.21,4.24,541.22
B,14.3,1.65,3.1,26.97,86.62,3.47,4.56,0.32,3.4,5.38,1.92,4.7,420.3
B,14.23,2,2.7,25.37,92.91,3.5,3.32,1.09,3.08,5.45,1.69,5.12,414.99
B,14.41,2.3,3.38,26.19,95.19,3.28,3.21,0.82,2.7,5.36,1.66,4.86,457.82
B,14.29,2.14,3.17,27.43,94.95,3.38,3.17,0.45,2.66,5.13,2.01,3.26,442.62
B,14.38,1.74,3.16,24.27,96.48,1.93,2.09,1.24,2.82,5.05,1.64,4,585.24
B,14.31,2.64,2.27,25.4,96.27,2.22,2.01,1.11,1.82,6.26,1.86,4.34,539.16
B,13.81,2.41,3.05,24.45,89.1,2.82,2.98,0.79,1.53,6.69,1.14,3.73,654.46
B,13.58,1.93,3.09,24.94,89.57,2.83,3.17,1.25,1.1,5.27,1.63,3.88,560.91
B,13.82,2.54,2.42,25.54,87.39,2.63,3.64,1,2.21,3.76,1.19,3.42,490.31
B,14.35,1.93,2.97,26.26,93.72,2.07,3.52,0.93,2.12,4.09,1.01,3.37,593.35
B,13.88,2.17,2.46,25.38,91.55,2.38,2.84,1.12,1.33,6.52,1.26,4.14,490.08
B,14.03,2.43,2.88,25.67,88.69,2.16,2.1,0.82,1.93,5.92,1.11,3.98,477.92
B,13.91,1.77,3.03,25.26,88.56,1.88,3.57,0.79,1.32,4.89,1.05,3.38,528.19
B,13.53,1.82,2.63,24.78,89.08,2.82,1.89,1.21,1.75,4.45,1.5,4.3,632.6
B,13.64,2.05,2.37,24.78,92.8,2.81,1.91,0.6,1.53,5.61,1.95,2.87,649.42
B,13.65,1.85,2.37,24.62,88.43,2.65,3.71,0.7,2.97,6.3,1.52,3,591.9
B,14.48,2.12,2.39,25.09,92.83,2.1,3.57,0.78,2.74,4.23,1.71,3.77,576.51
B,13.97,2.03,2.83,26.74,92.28,2.68,1.93,1.14,2.06,4.74,1.62,4.54,498.17
B,13.62,2.56,2.84,25.21,92.25,2.24,2.6,1.14,1.09,4.21,1.18,3.79,499.01
B,13.84,2.17,3.04,24.57,94.4,2.26,2.8,0.58,2.45,4.65,1.89,3.88,477.7
B,13.73,2.27,2.59,24.29,92.35,2.21,3.72,0.84,1.05,3.91,1.56,3.79,537.16
B,13.91,2.64,2.51,26.97,95.22,2.16,3.44,1.18,2.3,4.67,1,2.83,580.52
B,14.21,2.51,3.08,24.32,90.2,2.32,2.12,1.02,1.09,5.85,1.16,4.48,517.53
B,14.38,1.78,2.27,25.34,88.83,2.71,2.08,0.54,1.93,6.68,1.12,4.65,588.78
B,13.97,2.66,2.74,32.56,143.33,3.39,4.47,0.75,2.58,5.35,1.32,5.19,1067.05
B,13.78,2.42,3.16,30.32,139.86,3.9,4.2,1.08,3.55,4.89,1.87,3.71,1011.65
B,13.07,1.72,3.17,31.94,143.26,3.74,4.37,0.79,3.41,5.06,1.52,3.75,1019.03
B,13.45,2.07,3.48,32.05,140.51,3.78,4.34,0.69,3.82,5.42,2.05,4.57,1050.28
B,13.09,2.52,3.24,32.97,139.49,3.43,4.63,0.43,3.66,5.75,1.8,3.63,1164.73
B,13.41,2.63,3.34,30.13,145.22,3.84,3.27,0.35,2.01,5.51,1.79,4.59,1149.71
B,13.01,1.94,3.24,31.23,147.91,3.72,4.78,0.89,2.43,4.41,1.82,5.36,1008.46
B,13.82,2.18,2.96,32.59,147.68,3.92,4.24,0.83,2.29,5.87,2,4.77,1110.93
B,13.29,2.02,3.27,30.69,146.39,4.05,3.37,1.19,2.03,4.3,1.74,3.78,1077.4
B,13.69,1.79,3.16,30.83,140.52,4.2,4.15,0.8,2.53,4.92,1.94,3.64,991.47
B,13.61,2.42,3.33,31.35,143.7,3.64,4.6,1.01,3.87,3.43,1.86,4.49,1128.21
B,13.55,2.55,2.94,32.18,148.85,4.25,3.24,0.95,2.2,6.33,2.07,3.78,1078.49
B,13.05,2.39,3.34,30.01,144.54,3.45,4.73,0.73,2.64,3.37,1.69,3.99,989.64
B,13.28,1.79,2.92,30.96,141.82,4.12,4.11,1.02,3.32,5.3,2.23,4.82,1159.44
B,13.2,2.27,3.56,31.59,145.39,3.95,2.92,0.28,2.14,4.91,1.63,4.97,1088.79
B,13.63,2.62,3.52,32.68,144.67,4.06,3.47,0.63,2.89,5.73,1.61,3.68,1105.15
B,13.32,2.33,3.38,31.34,147.04,3.69,3.29,0.31,3.56,6.25,1.93,5.32,1155.43
B,13.78,2.51,2.69,32.38,143.87,3.53,3.57,0.27,2.54,5.12,1.51,5.33,1180.39
B,13.53,1.81,2.98,33,147.95,3.43,4.45,0.35,3.5,4.74,2.17,5,1153.77
B,13.05,1.86,3.28,32.46,145.95,4.29,4.17,0.72,2.53,5.57,2.27,3.58,1151.95
B,12.76,1.97,2.77,22.13,106.12,4.23,3.66,0.47,1.81,4,1.22,4.23,890.08
B,12.33,1.6,2.86,23.56,107.86,3.88,2.51,0.94,1.94,4.57,1,4.71,930.69
B,12.85,1.99,2.65,21.8,108.66,3.84,2.54,0.39,3.4,3.6,1.69,3.51,903.9
B,12.9,1.26,3.16,23.13,106.16,3.98,3.38,0.51,2.15,4.33,1.22,3.2,1016.91
B,12.19,1.26,2.96,23.04,106.82,3.45,3.33,0.29,2.34,6.18,1.47,4.76,1082.94
B,12.4,1.39,2.56,23.1,107.71,3.52,3.12,0.65,2.14,4.96,1.82,4.62,916.36
B,12.73,1.64,3.08,23.56,110.4,4.26,2.25,0.39,2.57,6.11,1.08,4.33,1047.97
B,12.24,1.33,2.91,23.67,106.71,3.91,2.78,0.32,2.94,3.47,1.34,4.78,1043.36
B,12.24,2.07,3.28,21.78,101.18,3.84,3.89,0.24,2.79,6.02,1.46,3.48,970.41
B,12.82,1.28,2.37,21.38,108.65,3.63,4,1.03,2.53,3.88,1.8,5.13,887.64
B,12.75,1.47,3.08,21.64,105.66,3.87,2.52,0.32,2.54,5.86,1.68,3.58,970.1
B,12.8,1.54,3.09,22.27,105.79,3.82,2.88,0.47,3.35,5.58,1.96,3.72,957.51
B,12.89,1.73,2.51,23.93,103.95,3.52,3.35,1.01,3.53,4.73,1.61,3.67,948.42
B,12.16,1.59,2.45,23.45,104.08,3.47,2.49,0.9,2.61,5.33,1.69,4.23,967.42
B,12.06,1.78,2.68,23.97,107.64,3.47,3.91,0.42,3,5.13,1.84,4.02,906.15
B,12.01,1.56,3.21,22.49,108.89,3.9,2.51,0.7,2.78,4.86,1,4.2,941.39
B,12.14,1.88,2.39,22.62,102,3.53,3.31,1.05,2.28,3.64,1.73,4.52,1071.03
B,12.66,1.36,2.46,22.31,103.83,3.4,3.78,1.1,2.64,5.35,1.45,4.67,894.75
B,12.05,1.95,2.56,22.76,109.86,4.07,3.55,0.68,3.2,5.49,1.28,4.51,1015.72
B,12.8,1.96,2.32,22.95,108.06,3.94,2.15,0.97,3.4,4.61,1.54,3.96,1014.45
B,11.67,2.53,2.58,18.92,101.44,1.83,3.3,0.8,1.79,4,1.66,3.09,581.48
B,12.29,2.15,1.95,18.82,100.59,2.46,2.81,0.56,1.76,4.19,1.24,3.64,461.48
B,12.27,2.27,2.46,16.06,106,2.44,2.76,1.07,2.81,5.85,1.58,2.79,534.24
B,12.01,2.65,2.36,17.72,102.99,1.92,2.77,0.41,2.46,6.02,1.77,2.28,466.31
B,12.4,2.11,2,18.71,101.99,1.97,2.63,0.61,1.28,5.08,2.17,3.58,516.92
B,12.45,2.19,2.52,17.25,97.64,2.35,3.19,0.79,2.33,6.02,1.56,3.72,584.99
B,12.22,2.31,2.78,17.77,100.84,1.81,2.12,1.12,2.54,4.99,1.95,3.14,508.88
B,12.57,2.24,2.37,16.18,102.85,2.03,2.56,1.23,1.55,6.04,1.62,2.2,479.37
B,12.54,1.92,2.59,17.92,97.16,2.61,2.07,0.79,1.94,5.33,2.02,4.1,620.74
B,12.36,2.54,2.43,16.31,105.83,2.21,3.38,1.15,1.54,5.77,1.3,3.39,451.78
B,11.89,2.55,2.01,16.03,97.22,2.29,1.77,0.35,1.28,6,1.85,4.14,607.55
B,11.7,2.68,2.21,18.23,104.67,2.06,2.85,0.82,1.91,5.74,1.24,3.77,609.18
B,12.43,2.03,2.8,18.32,103.96,2.44,2.81,0.72,1.48,4.14,2.16,2.46,432.24
B,12.16,1.91,2,17.77,105.55,2.04,3.19,0.99,2.83,5.41,2.17,3.09,623.13
B,12.53,1.97,2,16.01,102.62,1.77,2.93,0.62,3.08,6.41,1.84,2.71,470.42
B,12.12,2.33,2.45,17.39,103.72,2.49,2.62,0.48,2.04,3.99,1.62,3.84,487.19
B,12.24,2.59,2.39,16.32,97.13,2.51,3.08,0.97,1.57,5.85,1.78,3.97,589.06
B,12.02,1.96,2.35,18.73,98.03,2.33,2.82,0.56,3.15,6.69,1.65,4.04,471.98
B,12.45,2.44,2.35,16.94,100.85,1.68,1.95,0.5,3.14,5.62,1.68,3.4,512.66
B,12.61,2.22,2.32,16.87,102.62,2.49,1.66,0.57,1.35,6.63,1.86,3.89,539.41
B,13.38,1.81,2.58,18.89,94.33,2.1,2.78,0.27,1.47,4.97,1.32,4.16,556.25
B,13.05,1.5,2.39,17.16,88.7,2.69,3.6,0.91,2.01,7.34,1.28,2.61,431.46
B,13.64,1.17,2.53,17.68,92.19,2.74,3.03,0.36,2.02,6.53,1.63,2.5,445.86
B,13.57,1.56,1.84,16.41,90.7,2.15,3.66,0.67,2.85,6.49,1.55,4.26,465.55
B,13.09,1.5,2.39,18.03,92.25,2.53,3.61,1.18,1.87,6.4,1.84,3.95,515.12
B,13.58,1.85,2.53,16.7,89.27,1.98,2.72,1.08,2.06,5.78,1.48,3.68,554.08
B,13.26,1.57,2.24,16.18,94.94,2.18,2.37,0.36,1.81,7.08,1.55,4.32,550.1
B,13.24,1.57,2.7,16.7,91.49,2.31,2.78,0.34,2.12,6.98,1.36,4.11,475.25
B,13.56,0.92,1.85,16.65,91.86,2.04,3.93,1.01,1.51,7.05,1.77,3.37,515.16
B,13.53,1.25,1.98,18.41,95.44,2.09,2.64,1.01,2.74,7.14,2.18,3.33,487.51
B,13.77,1.02,1.98,17,93.03,2.08,3.07,0.41,2.04,4.73,2.14,3.32,427.5
B,13.15,1.68,2.69,18.06,92.98,2.15,3.15,1.06,3.08,5.06,1.31,2.85,493.85
B,13.16,1.43,2.4,17.06,88.3,2.72,3.69,0.75,2.01,4.67,1.73,2.94,440.81
B,13.45,1.35,1.76,16.48,95.82,2.62,3.54,0.54,2.69,5.18,2.18,3.45,569.65
B,13.52,1.47,2.25,18.46,91.61,2.82,3.46,0.47,2.6,7.3,1.87,2.75,492.5
B,13.74,1.66,2.67,18.26,87.29,2.77,2.52,0.35,1.78,6.78,2.15,2.81,431.71
B,13.85,1.36,2.34,18.98,86.32,2.53,3.42,0.26,2.07,4.62,1.81,2.86,508.13
B,13.56,1.64,1.86,17.48,89.31,2.65,3.27,1.14,3.12,5.55,2.12,3.58,455.75
B,13.4,1.8,1.86,18.11,90.13,1.98,2.85,1,1.89,6.53,1.26,2.93,542.06
B,13.03,1.2,2.62,16.54,91.07,2.75,2.85,1.2,2.49,4.88,1.49,2.91,545.98
B,12.63,3.16,2.42,20.9,119.86,2.38,2.68,1.21,1.06,5.29,1.11,2.66,632.94
B,11.91,3.74,2.35,18.72,112.5,2.45,1.84,0.84,1.3,4.16,1.56,4.45,561.45
B,12.25,3.27,2.5,19.19,113.59,2.02,2.46,0.43,2.4,3.27,1.45,2.81,661.65
B,12.32,3.18,2.59,18.57,121.05,2.68,1.47,0.69,1.87,3.1,1.85,2.68,534.36
B,12.38,3.23,2.79,18.61,113.58,2.56,1.94,1.33,2.43,2.99,1.09,4.31,593.42
B,12.43,2.94,2.71,20.41,114.43,2.15,2.72,1.41,1.79,3.02,1.3,3.92,682.01
B,12.22,3.87,2.92,20.01,114.43,1.85,2.81,1.3,1.03,3.62,1.26,3.51,519.8
B,12,3.3,2.95,18.97,113.82,2.08,3.07,0.82,1.69,4.5,1.74,3.28,634.96
B,11.96,3,2.43,18.43,115.45,2.43,1.6,0.85,0.97,3.36,1.62,3.77,556.05
B,12.72,3.14,2.79,20.79,119.4,1.91,2.25,0.64,1.96,3.33,1.17,4.36,574.74
B,12.8,2.95,2.43,20.34,119.31,2.09,3.03,1.22,1.14,5.05,1.73,3.48,647.16
B,12.15,2.99,2.6,19.26,112.44,2.01,1.87,1.12,1.88,4.07,1.85,4.47,621.43
B,12.44,3.26,2.39,20.75,112.31,1.8,1.85,0.54,2.58,2.84,1.44,3.28,578.21
B,12.49,3.36,2.86,20.23,115.72,2.61,1.88,1.35,1.6,3.55,1.74,2.7,563.53
B,12.29,3.51,2.87,20.39,116.78,2.4,3.31,1.13,2.82,2.88,1.25,3.87,625.76
